@relation Pulsar_Feature_Data_Type_9
@attribute Feature_1 numeric
@attribute Feature_2 numeric
@attribute Feature_3 numeric
@attribute Feature_4 numeric
@attribute Feature_5 numeric
@attribute Feature_6 numeric
@attribute Feature_7 numeric
@attribute Feature_8 numeric
@attribute Feature_9 numeric
@attribute class {0,1}
@data
7.99482915012,58.6484375,53.9007464355,2.29570356892,4.66370089851,5.20285969616,21.4780672644,7.23375716484,63.4112928533,?
4.32100731303,80.640625,67.0872489718,1.52304429809,0.957272165177,8.02323503128,27.6619675137,5.8727480883,39.4448991922,?
3.49064589271,81.734375,53.7015020121,1.49378554736,1.66186195507,7.74441465594,23.1575190906,4.52857285572,30.8762255981,?
6.55068161352,88.609375,64.7724664662,0.94958772023,0.0236582538398,8.6854334227,28.831755538,5.34327293905,33.3050150893,?
9.28331106417,96.203125,52.882292549,0.572948986756,-0.130982792041,12.527256479,42.0662582035,3.64860288236,12.9163456708,?
9.92216536251,76.2265625,49.9889385958,1.52276514512,2.00951089459,8.20196604111,30.8975122082,5.26737998781,31.2057288637,?
10.4362375407,44.7890625,49.4445163074,2.83914594709,7.56576451931,8.42269883825,29.8369274092,5.25473091328,31.3604797512,?
5.21692163614,96.8046875,53.7694817301,0.815682793852,0.294224281965,12.5764075067,40.8454356469,3.43040981913,11.022795731,?
5.87440475045,83.28125,56.9676357543,1.45318672574,1.51000596397,6.64164432529,25.019979494,5.76250243765,41.5427743935,?
5.16540811202,89.921875,62.0694683116,1.15237605027,0.301770454334,8.33869526363,27.9713027091,5.56376727823,37.1075642405,?
9.71726668987,45.40625,43.1105840941,2.89794080166,9.36781570049,4.76675603217,19.4755666757,6.92266914711,64.6596520482,?
4.67898909835,66.8046875,59.0033180468,1.25848668448,1.0040975273,6.42627345845,23.1109471478,6.76407615604,54.707986304,?
7.02557023338,57.3984375,46.4153025419,2.47375137135,6.55024211793,5.14298480786,18.7574024096,6.29216904078,58.0603456579,?
1.86000635405,78.21875,70.8176506843,0.979653312039,-0.346323399206,5.70509383378,19.1098298041,8.02734168906,83.9037205768,?
11.6865282116,115.828125,54.2057869049,-0.0684486313547,-0.587682187613,11.2877569258,39.8554060195,4.21535412902,18.1764778944,?
9.29026906214,88.8203125,40.4079651789,1.00541161182,1.91498728754,7.74620196604,30.9583582833,4.57625761766,21.1157131438,?
10.8663130196,112.7890625,65.9351779619,0.559755262458,-0.783082766654,6.2654155496,26.8966208677,6.27173583825,44.1382718535,?
11.5992248208,89.421875,64.0571777515,0.796473357333,-0.484886007827,8.71581769437,32.0834427889,5.11048450171,28.5420850692,?
7.71321191484,56.921875,38.504587668,2.75068623687,9.52997817555,5.27703306524,19.834888602,5.73353904079,46.6787284984,?
7.35979495285,60.328125,48.6484694927,2.10623763409,4.6651649741,6.11260053619,21.9256565863,6.22228848971,51.638841439,?
9.61336772585,103.9375,53.6272945313,0.876831960842,0.756182668639,10.9767649687,38.1352585008,3.74754851044,13.2584451007,?
1.71962801149,87.8125,71.8459452144,0.97762135341,-0.439720345046,5.03932082216,17.4227330333,7.99303624781,88.3288189509,?
3.11760447094,54.234375,52.5360715924,2.22589115637,4.6568830746,4.8400357462,15.7940375849,6.87867264388,78.7558443932,?
5.99797665659,74.609375,55.6967562979,1.48606516748,1.78157391199,7.28596961573,28.9734476719,5.73924346973,37.4497283129,?
1.75581185555,80.8046875,63.9063106471,1.15624579716,0.300136267804,6.74530831099,19.5103696648,6.53354753001,64.2344575101,?
3.76906913552,70.9609375,63.3918126545,1.2220094417,0.606841175142,4.83288650581,17.5608160616,8.23945888196,92.8623596048,?
11.3350708271,46.5390625,36.2299302942,3.2731129869,13.5070298728,6.01161751564,26.48470395,6.28164244073,43.7462777057,?
11.8734279239,93.4375,49.2363163097,0.371600312701,-0.480048945892,7.98927613941,31.170978679,4.81341533274,25.1852906056,?
1.5193358277,78.7109375,67.0131927711,0.801835324499,-0.500311932449,3.86595174263,14.1732511459,9.79260296143,138.74360891,?
2.40367420634,93.890625,57.8973005598,0.703178016668,0.0716650671847,7.98838248436,20.0001976972,4.77096634936,42.6884263164,?
11.9230831057,89.640625,49.0194053372,1.24325682236,1.9087087627,5.12868632708,21.5066020408,6.42897483238,52.6178527743,?
4.23778440746,51.6484375,42.7975959174,2.90993929832,9.66990224259,5.35835567471,16.0138261133,6.79900029428,79.2233015668,?
