@relation Pulsar_Feature_Data_Type_9
@attribute Feature_1 numeric
@attribute Feature_2 numeric
@attribute Feature_3 numeric
@attribute Feature_4 numeric
@attribute Feature_5 numeric
@attribute Feature_6 numeric
@attribute Feature_7 numeric
@attribute Feature_8 numeric
@attribute Feature_9 numeric
@attribute class {0,1}
@data
6.64968076582,46.4765625,52.0472989278,2.44839681903,5.44205620619,7.93359375,30.5015926258,5.57509301169,34.0127462869,1
4.57130858613,101.359375,51.194746797,0.911080680831,0.40319195332,8.470703125,26.8506270493,5.60197968561,38.4705644538,1
5.43564859627,65.6015625,40.5108665676,2.13264002186,5.61323522351,16.125,40.5946040133,3.1736797522,11.5178738151,1
10.4768742251,111.9765625,52.2669626837,0.397531080212,-0.150212105592,17.01953125,49.2617729561,3.01845104777,8.58914668167,1
6.81931023316,59.4296875,51.2188447366,2.48044566678,5.69259261725,11.35546875,33.6592908529,4.46196949507,22.529966288,1
1.82941549682,110.03125,64.0222053153,0.284430516728,-1.13289275044,8.623046875,24.3864655745,6.55492586559,53.3671588444,1
2.71449126966,61.9140625,57.0253544684,1.87570878202,2.68386022145,9.15234375,22.6733821944,6.86294389299,63.5884683235,1
2.45461614969,89.703125,69.2583884106,1.07072009377,-0.176971379443,10.896484375,23.5772298816,5.57010449641,48.1798649818,1
11.3892923435,84.671875,62.2752345157,1.02435187984,0.0716822108683,9.46484375,35.6892886808,4.65991802941,22.7645752408,1
1.67713466017,86.328125,62.0521591807,1.11577257741,0.152861749742,10.04296875,26.3112030072,5.45955075718,39.4944895481,1
10.3896144554,109.5546875,54.4489165115,0.450126271657,-0.286902449027,16.55078125,45.0974786159,3.00900616407,9.32522417773,1
11.0692411512,143.2890625,48.7743772935,-0.20764575744,-0.22778313814,17.28125,49.7230906339,2.755120419,6.4958735585,1
4.9903928633,103.7421875,62.7000854881,0.814208824511,-0.39082870027,11.640625,35.3187459908,4.87073356626,26.2256017522,1
5.73797583957,95.4921875,54.160640127,0.588688315478,-0.169296963697,17.16796875,44.5038524203,3.2650651576,11.6686444527,1
6.65172227099,117.2109375,56.0111111108,0.000456023623594,-0.597992939791,13.181640625,41.1195405623,3.32160973933,11.3091627547,1
7.58134574497,83.828125,45.7974667311,1.32900489611,2.11416498931,11.4296875,33.6575547783,3.46938633968,14.6317610898,1
3.44519191442,78.7578125,40.7813809564,1.56103626917,4.16621640188,29.44140625,62.8569532094,1.70572802973,1.04457549927,1
4.0780912147,98.25,48.1298698835,0.488585768359,0.268735772205,31.453125,69.2300692635,1.76371705952,1.16435236935,1
1.78110974425,82.15625,73.2587918679,1.05685897439,-0.336287731521,6.7265625,24.5336073211,7.41150449363,62.3816832095,1
6.5182155238,103.328125,45.7278138444,0.509583173683,0.539512758467,20.783203125,60.0872239623,2.56700771025,4.66977802226,1
9.9656599291,66.125,62.9806517908,1.47347142208,1.0600147088,14.0859375,41.6895665424,3.93318487327,15.9259965011,1
10.6806574979,64.4453125,38.5178141809,2.7981721756,10.0620613161,10.16796875,33.0130050927,3.9374516457,18.0388009478,1
6.14753627151,106.0703125,49.6431301254,0.24984214278,-0.131780273193,13.65234375,44.3634693907,3.1373993668,8.76491613532,1
1.88105311384,89.453125,61.7075840374,1.15149773604,0.317390282879,9.798828125,26.3386998161,5.49252744566,40.07576476,1
4.17000509408,85.203125,57.0652531339,1.24408641574,0.789031836481,12.38671875,32.5858670263,3.99163904263,20.0118768972,1
5.04931542971,93.125,48.8201418474,1.12517355861,1.25739680363,13.4453125,36.9733452541,4.08973341518,19.391971104,1
10.2550334644,62.25,48.5449212071,2.24635217923,5.52996208403,10.3671875,34.4772617763,4.64879977317,24.1964241389,1
6.27987778809,75.8671875,67.1469204308,1.15829511931,-0.0462660846653,9.853515625,31.937072333,5.19729011353,30.3562593305,1
2.58162937584,84.2265625,60.0684784803,0.991190118307,0.0201785534572,6.724609375,17.5447068408,8.53509234942,100.837986924,1
1.76028802319,54.265625,54.5085263363,1.99598751326,3.86700142727,6.94921875,22.7435035233,7.40456426156,64.6716062331,1
9.00200206629,112.7734375,49.0223505856,0.578508914064,0.094423105414,13.134765625,47.6609465139,3.4614573485,10.4501567754,1
1.47231284988,87.9453125,63.0694444385,1.05065167397,-0.152675199459,7.52734375,19.1322299032,7.00479854004,74.0387226352,1
4.87527532974,72.7890625,52.8412499178,1.75160513385,2.61188861113,9.587890625,27.9007744111,5.44535477827,37.5410889034,1
4.03239055451,99.171875,49.1553833164,0.91734180652,0.562150403209,20.806640625,42.8504817246,2.56772484511,8.22458713436,1
9.78578940737,48.375,46.7922603109,2.47080837348,6.50033030364,13.412109375,37.2881004006,3.85335706591,16.3268861572,1
