99.3671875 41.57220208 1.547196967 4.154106043 27.55518395 61.71901588 2.20880796 3.662680136 1301.74054 1932.419251 5 3601 26.32262536 0.706377028 95.97249836 4.918134475 722.2117797 1.980273904 763.3586473 294.7600223 14.753866 106.98018 0.046875 3.271911473 0.495279869 1.270230069 707.41484 0.426910072 0.311161558 5.497190955 1	/local/scratch/cands/2008-11/2008-11-21-20:30:41/12/2008-11-21-20:30:41.12.fil_sigproc_001.phcx.gz 

120.5546875 45.54990543 0.282923998 0.419908714 1.358695652 13.07903424 13.31214143 212.5970294 869.0614173 926.5770732 9 889 6.985263155 0.989113588 116.9151099 268.6177438 1744.331196 3.577438063 1596.521794 70.5097442 6.512794 403.278703 0.03125 1.169732333 0.038725282 1.185728562 807.3220381 9.499986294 0.086264164 4.50416994 1	/local/scratch/cands/2008-11/2008-11-21-06:03:26/06/2008-11-21-06:03:26.06.fil_sigproc_079.phcx.gz 

27.765625 28.66604164 5.770087392 37.4190088 73.11287625 62.07021971 1.268206006 1.082920221 13211.02322 33794.12207 0 12766 102.6794721 0.078786146 23.16631538 2.499972961 64.1495932 2.499972961 63.81634288 827.7754877 43.353561 309.577846 0.023438 6.71637815 0.315628445 0.192490101 208.5702445 0.125 0.67197319 9.989493702 1	/local/scratch/cands/2008-11/2008-11-24-00:56:29/04/2008-11-24-00:56:29.04.fil_sigproc_001.phcx.gz 

23.625 29.94865398 5.688038235 35.98717152 146.5685619 82.39462399 -0.274901598 -1.121848281 15180.64309 35112.24595 0 13296 107.3550417 0.082419991 17.15566779 2.544619643 83.46387729 2.176716812 53.64800587 1368.884534 44.962742 23.714734 0.023438 6.965674121 0.181219616 2.675734017 126.7327903 0.522912517 0.658460525 9.356985434 1	/local/scratch/cands/2008-11/2008-11-23-21:48:20/03/2008-11-23-21:48:20.03.fil_sigproc_001.phcx.gz 

94.5859375 35.77982308 1.187308683 3.68746932 6.071070234 29.76039993 5.318766827 28.69804799 1268.344561 1872.99048 6 4213 20.04756224 0.793970936 92.8299618 3.442861566 695.4017897 3.442861566 770.7238872 457.5099 10.69995 357.22232 0.03125 1.921767751 0.303946551 2.866224529 578.752281 11.32345234 0.132111195 4.968016252 1	/local/scratch/cands/2008-11/2008-11-22-00:02:32/13/2008-11-22-00:02:32.13.fil_sigproc_014.phcx.gz 

123.46875 45.47508547 0.345780685 0.647414924 32.91973244 65.09419657 1.605538349 0.871363737 1391.439996 1418.457825 5 516 11.6684569 0.947251681 121.6141689 9.325628716 1150.230713 8.724829878 1366.695732 166.1635246 9.874618 122.93014 0.101562 3.320028945 0.379390068 2.27258876 712.086335 3.063158314 0.138718777 4.595571254 1	/local/scratch/cands/2008-11/2008-11-19-20:23:10/05/2008-11-19-20:23:10.05.fil_sigproc_015.phcx.gz 

35.15625 30.2377138 4.20347482 24.4866906 34.10117057 62.57739528 1.890020282 2.57213265 4247.91113 7025.494574 3 11820 94.12321347 0.161557948 30.99104551 2.496759969 233.7298087 2.496759969 228.5617399 596.9984928 19.236389 222.604941 0.023438 2.98012112 0.266693297 1.735360341 375.784857 0.884546141 0.305073452 6.20862601 1	/local/scratch/cands/2008-11/2008-11-20-06:17:52/13/2008-11-20-06:17:52.13.fil_sigproc_001.phcx.gz 

18.1171875 29.29766978 6.446705558 44.60158751 50.10785953 66.32182537 1.456423391 1.335181593 15883.09034 56971.8197 0 14001 113.2651127 1.29E-009 13.66641493 2.279336952 51.85176453 1.386391525 19.26364359 792.6737931 91.639275 497.744958 0.015625 11.54546343 0.275548999 1.916181868 447.7027226 17.06650594 0.839949127 12.32122513 1	/local/scratch/cands/2008-11/2008-11-19-20:12:44/01/2008-11-19-20:12:44.01.fil_sigproc_001.phcx.gz 

44.8671875 45.69333429 2.888739412 8.810672554 176.1195652 59.73772038 -1.785376578 2.940913427 10944.36257 46243.67916 0 10577 92.00860328 0.071453402 31.16319074 7.243477989 318.3692465 0.620319464 283.9164217 3906.440202 36.564747 78.502306 0.070312 10.05561613 0.218328622 7.745552216 148.2392937 0.284842172 0.723755854 8.633772022 1	/local/scratch/cands/2008-11/2008-11-24-07:00:15/09/2008-11-24-07:00:15.09.fil_sigproc_021.phcx.gz 

26.921875 34.5110058 4.709838436 24.24740042 183.6229097 79.93281529 -1.326647481 0.346712101 13075.42266 53210.6402 0 12874 104.8267715 0.087540829 20.7164257 0.270529452 1190.615035 1.826565989 80.94787989 3904.799448 54.015335 77.375713 0.046875 11.97878538 0.563356454 12.47705832 641.444416 0.889823037 0.760079591 10.27062469 1	/local/scratch/cands/2008-11/2008-11-24-07:00:15/09/2008-11-24-07:00:15.09.fil_sigproc_006.phcx.gz 

48.2421875 36.49202526 2.935560303 10.88874578 41.5041806 62.89781076 1.472488674 1.305269046 6794.48915 13310.73426 1 10145 83.1904364 0.179026794 41.95498957 15.0164713 742.7032014 3.248014191 264.9092118 610.2619935 22.497747 342.147232 0.101562 7.56415805 0.840575065 6.121388735 1522.792954 0.1511788 0.591677947 7.297117225 1	/local/scratch/cands/2008-11/2008-11-24-02:54:39/11/2008-11-24-02:54:39.11.fil_sigproc_001.phcx.gz 

110.1953125 54.47549027 0.489785147 -0.031921393 19.28010033 56.00214376 2.875491226 6.861891535 1484.7823 1659.651183 6 2215 4.197121999 0.989376189 102.866289 20.9101405 1725.022715 5.450132535 1776.61544 62.95513058 12.19591 103.35201 0.21875 6.453468974 0.048330671 0.319859963 379.4875341 0.631023338 0.379397281 5.109483867 1	/local/scratch/cands/2008-11/2008-11-24-07:31:03/02/2008-11-24-07:31:03.02.fil_sigproc_001.phcx.gz 

11.8203125 37.25826955 5.340501841 28.65597499 146.7257525 75.39944935 -0.29078496 -1.219306736 18231.19183 60524.52788 0 14807 122.1312478 2.82E-009 4.238897397 3.596665261 3.361463191 3.596665261 3.163599208 570.2866184 285.372772 84.418866 0.03125 51.25446291 0.251548829 3.446645311 236.9314357 8.95428203 0.977334589 13.68825913 1	/local/scratch/cands/2008-11/2008-11-22-21:55:15/09/2008-11-22-21:55:15.09.fil_sigproc_001.phcx.gz 

59.4296875 45.39250413 2.175946915 5.660024859 16.4590301 47.31947735 3.084529416 8.940259466 3990.139489 7320.257908 2 8713 77.63540661 0.255372534 42.24388717 7.180996923 669.0309371 4.628568646 405.9690384 74.67425073 20.239361 246.726165 0.070312 5.565996256 0.277606883 1.289833721 476.9420406 0.171983108 0.585108742 6.847525978 1	/local/scratch/cands/2008-11/2008-11-21-07:39:45/13/2008-11-21-07:39:45.13.fil_sigproc_001.phcx.gz 

88.4375 37.81177685 0.689215581 2.035293755 2.415551839 18.02795281 8.828613361 86.79989428 958.850898 1527.542862 8 5000 32.03651166 0.696989604 80.046375 83.49198919 1215.168824 3.785275006 990.2358872 54.28078788 6.937216 103.690792 0.023438 1.07472062 0.900395627 1.409738245 5987.637534 11.11791675 0.08817502 4.253187869 1	/local/scratch/cands/2008-11/2008-11-18-14:30:05/02/2008-11-18-14:30:05.02.fil_sigproc_051.phcx.gz 

99.2890625 47.39134816 0.702001099 1.042189754 1.627090301 14.68008008 10.99141172 139.5509004 1058.422626 1402.791482 8 3611 22.53493745 0.845815522 102.4801738 5.383519592 1497.102374 5.383519592 1668.361031 107.8004478 7.729224 308.4829 0.046875 1.714082037 0.145736392 0.154177024 305.4874136 6.474737232 0.10431834 4.396767419 1	/local/scratch/cands/2008-11/2008-11-22-17:59:21/06/2008-11-22-17:59:21.06.fil_sigproc_072.phcx.gz 

20.3515625 25.77171107 7.024644815 56.11297239 70.51254181 65.47230523 1.102049947 0.782055998 14387.5948 55724.07005 0 13715 106.5309345 0.077518125 18.11890733 1.806169488 47.88857896 1.806169488 47.80946183 535.5035432 41.966175 196.906454 0.015625 5.287241073 0.443821215 4.269875692 789.4999355 14.56694317 0.552370034 9.665940843 1	/local/scratch/cands/2008-11/2008-11-22-22:05:43/12/2008-11-22-22:05:43.12.fil_sigproc_001.phcx.gz 

105.5 41.84177787 0.41714868 0.860092995 2.08277592 19.14167399 10.14673318 107.6216551 1003.18243 1129.867711 9 2816 15.43580626 0.917007016 105.7924887 5.582565743 1159.700206 4.922761158 1328.011144 110.6783431 6.520742 829.803574 0.046875 1.446081357 0.29932609 0.554626834 495.4345055 6.412579867 0.086778363 4.166732164 1	/local/scratch/cands/2008-11/2008-11-20-08:04:25/03/2008-11-20-08:04:25.03.fil_sigproc_081.phcx.gz 

76.5234375 34.08719629 2.024270196 8.131774734 7.983277592 36.657363 4.888889599 23.67535368 2926.081684 6012.857761 2 6525 47.29504517 0.336162406 76.80931868 5316.140116 1061.629887 3.653237473 495.9219745 630.314864 14.51223 681.390476 0.03125 2.606473452 0.0484688 5.906269012 519.6637165 7.664158331 0.212937107 5.380000559 1	/local/scratch/cands/2008-11/2008-11-21-08:00:13/07/2008-11-21-08:00:13.07.fil_sigproc_001.phcx.gz 

67.6640625 32.56178678 2.027999741 8.098344202 8.266722408 34.83890201 4.793381771 24.03204757 1363.45708 2280.547619 7 7659 60.09624413 0.319046187 59.594042 3.898506137 547.1149529 3.826500584 508.4600806 682.4245374 13.439947 516.886403 0.046875 2.980528411 0.692090468 3.825130934 1439.250865 6.466437568 0.183349815 5.069655982 1	/local/scratch/cands/2008-11/2008-11-21-08:00:13/01/2008-11-21-08:00:13.01.fil_sigproc_001.phcx.gz 

42.578125 46.63833746 2.841558376 7.832819342 12.97157191 38.49884932 3.799727502 14.99083404 5842.229388 14537.93101 1 10870 96.19081728 0.074864846 29.25470569 11.80175244 535.7463082 4.204373183 170.0546244 14.84266268 43.255409 38.153177 0.101562 14.54326739 0.93909401 0.062167357 1052.268655 3.340678544 0.564790449 9.133765088 1	/local/scratch/cands/2008-11/2008-11-20-22:24:05/07/2008-11-20-22:24:05.07.fil_sigproc_001.phcx.gz 

60.6328125 47.56473731 2.401280557 5.858265485 93.58695652 89.54225828 0.383887223 -1.31902556 10644.62395 40041.00713 0 8559 67.01392913 0.197885213 51.79367551 8.283983505 444.8845933 4.212954767 359.6734926 341.4030577 25.636171 51.967714 0.070312 7.050164864 0.360812995 2.655906928 332.0284406 3.528069396 0.585859292 7.167677328 1	/local/scratch/cands/2008-11/2008-11-20-22:24:05/07/2008-11-20-22:24:05.07.fil_sigproc_003.phcx.gz 

65.2265625 35.69690437 2.291890704 10.11847881 15.51505017 48.87242564 3.185366727 9.164035552 1754.629115 2794.262027 6 7971 54.64891449 0.371892913 66.59942477 1.785850638 655.46323 1.291833401 642.3060417 178.7564374 12.662833 155.996069 0.015625 1.595367001 0.358486359 0.08368679 490.6824575 10.17917605 0.123247479 5.424132828 1	/local/scratch/cands/2008-11/2008-11-20-06:38:54/06/2008-11-20-06:38:54.06.fil_sigproc_002.phcx.gz 

41.2109375 31.94664799 3.887521273 19.89781024 88.33361204 78.91144803 0.588461918 -0.807271674 7500.343037 14598.68278 1 11045 83.62270507 0.163496538 38.49003837 3.156734567 252.415032 3.095549857 240.9898608 829.8751311 23.233757 123.760332 0.03125 4.172905943 0.036918402 4.137595849 81.3582631 10.54034906 0.294798353 6.392562283 1	/local/scratch/cands/2008-11/2008-11-23-03:43:04/07/2008-11-23-03:43:04.07.fil_sigproc_001.phcx.gz 

8.2265625 32.5579327 5.896484313 35.28723836 184.5259197 62.91485857 -1.019263452 0.176960674 17069.4844 61957.14839 0 15267 124.9208507 0.000248307 2.217093941 3.002399626 20.08501926 1.684463446 0.848905246 829.8840632 1140.551636 129.594864 0.03125 204.8491211 0.526289295 8.521975245 718.436078 0.202801147 0.969956628 13.53674646 1	/local/scratch/cands/2008-11/2008-11-23-03:43:04/01/2008-11-23-03:43:04.01.fil_sigproc_001.phcx.gz 

