@relation some_pulsars
@attribute Period numeric
@attribute Profile_Mean numeric
@attribute Profile_Sdtdev numeric
@attribute Profile_Skewness numeric
@attribute Profile_Kurtosis numeric
@attribute DM_SNR_Mean numeric
@attribute DM_SNR_Stddev numeric
@attribute DM_SNR_Skewness numeric
@attribute DM_SNR_Kurtosis numeric
@attribute class {0,1}
@data
4.7180067428,77.90625,61.6895500546,1.20078817633,0.586960967733,2.75337837838,19.0722751075,9.23832041915,93.4987137301,0
3.18344367848,70.65625,48.6300507499,1.90733478387,3.26346274594,1.14864864865,13.3995208995,14.5629576868,225.685843251,0
4.51100424191,129.9609375,48.0069009271,0.0963006830185,-0.415608229482,1.96537162162,17.0984228626,11.0199212222,128.821057725,0
4.10358162534,82.8984375,60.1154929911,1.11965906631,0.435150470605,1.02533783784,12.4895645584,16.2345026424,281.614346549,0
9.21394218139,61.3828125,52.837770743,1.50366186047,2.29035951961,5.16047297297,27.0415332164,6.23258272045,40.9938849909,0
5.76280445743,92.8359375,57.1088294049,1.08247143989,0.19501047071,4.08868243243,26.6961393913,7.41572129535,56.4593208422,0
7.78349434842,139.1171875,48.8546346787,0.299012859667,-0.278948920355,3.06503378378,22.4125928421,8.97147124173,84.2798712821,0
1.79576616751,75.9765625,73.1103045964,1.09587082716,-0.225774212911,2.74155405405,19.3197428153,9.53189341508,101.094140407,0
4.85599952552,73.390625,55.4848282156,1.4822657789,1.39920800495,4.09290540541,26.7308244672,7.36271045303,55.6967296439,0
11.7935281507,89.3984375,56.8771070824,0.864478464153,0.283202505226,2.58108108108,20.6965735229,9.33817242932,91.2038779021,0
7.6026104476,42.125,36.0336214527,4.2641528293,20.7118403792,66.7293625914,42.7643405697,1.365326673,2.3426342778,1
4.0745467455,67.296875,75.8653576426,1.3891287097,0.4545813464,90.5192165558,67.2695719252,0.6265139387,-0.8335622676,1
11.1089401881,75.453125,43.3207260181,1.9507979902,5.8237043344,78.9619164619,46.550297132,1.3796820199,1.8220342869,1
9.35206035406,62.5078125,44.6697947607,2.03997359473,5.00668308846,5.63935810811,28.347908038,5.81414579732,34.8612225631,0
8.47073607376,80.4453125,62.608257317,1.20266338576,0.220065526132,7.39949324324,36.227929438,5.42529935678,29.0909807205,0
11.1100281373,40.3125,39.8743632394,4.0019095906,18.0672749156,100.357142857,40.6264723501,-0.3049083516,0.112999807,1
6.6679466422,69.46875,60.1244721261,1.73511019789,2.13665605475,4.97888513514,28.6332009397,6.49511848885,43.0558773064,0
5.61663994328,106.0703125,51.313555652,1.02458062903,1.04447027532,2.7027027027,20.3325260191,9.68615732182,100.165749888,0
6.17720922208,86.3828125,56.8271943447,0.820174441381,-0.106176614839,2.79307432432,20.7336369708,8.70216502323,78.6488665501,0
8.27848375954,117.6875,57.4950745173,0.548668722144,-0.458520065371,6.85050675676,35.1802134059,5.59022751852,30.8055005941,0
6.53646810565,46.9609375,42.0354021822,3.27727356536,11.7299782772,2.74662162162,19.4279243704,8.84315536173,86.7724452181,0
8.42111907956,71.96875,44.3732283977,2.30185003383,5.3835772089,1.96621621622,15.9182521197,11.2086609526,140.393659661,0
11.9809814796,45.328125,42.7589737246,3.30206729281,11.8812422585,2.63429054054,18.1875701866,9.25175587321,98.8097751718,0
10.0317194704,61.1015625,45.7346012069,2.36521834793,6.27169620966,6.06841216216,29.9239669747,5.71355370967,34.183560088,0
11.5503965561,83.28125,56.6582321771,1.27791197229,0.687875246218,5.21875,29.6945079744,6.76066006525,46.8102454748,0
9.26984389023,105.765625,57.0904551423,0.807617318289,-0.281115738395,2.9847972973,22.521718616,8.63964883912,77.6021518586,0
3.51523278462,86.125,52.962398218,1.39959104724,1.54886934958,2.59290540541,19.4448670623,9.67072958362,100.255302564,0
7.6593312855,94.0234375,59.7908418003,0.754177163829,0.0185326884802,3.80827702703,25.1184605394,7.82864171182,63.5865902867,0
5.2733914298,66.9609375,52.0808269579,1.36964005487,1.92007539737,1.90709459459,16.9769761718,10.7805915651,123.89578873,0
23.0989043782,53.28125,40.8068884925,2.8831789407,10.0918264945,94.4478840125,45.9599275813,0.0049242611,-0.2465929539,1
3.1021175905,85.125,45.3780990677,1.5941457373,3.9805931248,90.2369597615,41.2727106802,0.9808444601,1.944379725,1
3.87623311122,110.3984375,70.7672615696,0.566681570461,-1.02178509646,2.89864864865,21.4479618086,9.10274050766,86.0868053304,0
8.98700280021,85.765625,66.7351908168,1.1177170834,0.102462880624,4.07601351351,25.0219018721,7.44758490297,57.939128613,0
4.1750284142,23.140625,47.1781421806,3.6907387586,13.0448064186,90.7055692056,53.2980405247,0.7085182842,0.0810729822,1
4.0745428438,12.015625,36.3401861699,5.5208010947,31.205018958,58.8409090909,46.513999303,1.629930109,2.8843595723,1
7.56820579463,74.9453125,47.5605384933,1.54024794164,2.67226780128,2.22550675676,17.1260921356,10.9796093381,134.612821181,0
2.83934451713,71.5703125,59.1651137171,1.39252623335,1.1253907415,1.02027027027,11.0892232776,16.5154673667,310.437216243,0
4.17260273646,70.09375,49.1053455434,1.80107820214,3.98625808405,0.981418918919,10.7282775191,17.0234017782,335.990721672,0
6.71381351674,62.6015625,50.0017718192,2.10635108052,4.58320048344,2.46452702703,17.5081185352,9.80016910503,107.163739784,0
8.33409064241,75.359375,52.6936509421,1.89932100057,3.04080176108,5.92398648649,30.8016644478,6.01962079712,36.8161326254,0
7.95932740359,78.7734375,53.0461495486,1.18594942732,0.959006766683,2.9839527027,22.4795833627,8.88432216669,81.6048185968,0
9.73896076535,78.671875,47.4583879202,1.54632413533,2.97431913904,3.13006756757,21.1279477712,8.03990039278,68.9067268091,0
8.8078929692,78.7421875,52.9684820928,1.68881410837,2.97285873024,3.22466216216,22.2183619557,8.48899165815,77.4847511604,0
5.3128122805,44.625,38.6298540639,3.7472362849,15.3580993781,68.126984127,45.4532667632,0.9274380095,0.8181616646,1
11.6462879853,80.9140625,49.5416534569,1.46604978938,2.38156162982,3.37668918919,23.0423009329,8.2337099467,71.7697490635,0
10.4572468601,71.46875,49.1168787021,1.61778570363,3.08329873295,3.2972972973,21.7223214563,7.98743131708,69.0146649792,0
26.7445346887,32.921875,42.5596290102,3.7071325454,14.3255308924,85.2923832924,39.5639274643,0.5271448014,0.9431913207,1
6.30503942053,56.75,51.6904851012,2.40469538095,5.0427547951,2.10135135135,17.6908950719,10.2377744796,112.739462935,0
2.25715492396,56.578125,48.2976787381,2.55699705753,6.59148890132,1.54222972973,14.4919563114,11.9987023979,158.998441587,0
2.50639834715,55.15625,51.4313008871,1.99769339563,4.01212913112,0.839527027027,10.5898468607,19.1828162184,403.97686676,0
