@relation some_pulsars
@attribute Period numeric
@attribute Profile_Mean numeric
@attribute Profile_Sdtdev numeric
@attribute Profile_Skewness numeric
@attribute Profile_Kurtosis numeric
@attribute DM_SNR_Mean numeric
@attribute DM_SNR_Stddev numeric
@attribute DM_SNR_Skewness numeric
@attribute DM_SNR_Kurtosis numeric
@attribute class {0,1}
@data
14.84266268,42.578125,46.63833746,2.841558376,7.832819342,12.97157191,38.49884932,3.799727502,14.99083404,1
3.625092247,69.2109375,45.26616637,2.024290832,4.485091033,2.546822742,18.20122515,9.997592919,109.1223064,1
6.000603638,37.6640625,39.51290876,3.495256736,13.13504707,7.785117057,27.56202757,5.014885742,29.18375371,1
6.000600928,90.0703125,46.31316356,1.409969609,3.038750015,3.030936455,17.28687362,8.303035615,82.62758841,1
3.625098284,94.28125,51.19813496,1.184976477,1.473597043,2.756688963,17.59266428,9.543768817,106.0679885,1
15.31135474,98.78125,38.664409,0.456107149,1.281347149,3.024247492,19.36025946,8.476797654,81.43262624,1
8.87292435,60.1484375,49.56342052,2.042535958,4.475835277,7.959866221,36.35170628,5.155641077,26.6515781,1
14.97036115,97.78125,52.60479682,0.592962349,0.224945217,1.691471572,11.86776194,12.00628519,199.2081619,1
5.409663426,114.34375,55.57770988,0.115901066,-0.428059593,2.498327759,15.68969041,9.313520095,105.6674433,1
5.440004825,76.8359375,44.27008325,1.883284618,4.619828099,1.822742475,14.56557142,12.68602242,182.2400012,1
7.453789059,86.8203125,49.02700684,0.946273471,1.208269737,3.054347826,19.57793506,9.13664447,96.28819525,1
21.59394541,117.3515625,47.6008124,0.163797949,-0.173308776,3.364548495,17.78139874,6.934597287,59.90677275,1
12.6519275,85.578125,45.34461954,1.5705241,3.205262034,1.83277592,14.83472366,12.66582563,180.0859761,1
29.6065172,112.4296875,35.53248593,0.290976003,1.689669757,2.470735786,18.13536005,9.841046265,109.7220446,1
12.64860919,95.171875,42.95730245,0.879437314,1.848678762,2.558528428,16.14987557,9.463292112,113.1898563,1
12.648247,112.8046875,45.75479118,0.540709323,0.746627981,3.154682274,19.84194199,8.779148093,87.6761485,1
4.413250028,108.515625,44.31756571,0.195451718,0.708589752,1.726588629,12.75586279,11.71487066,177.5193438,1
